id,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit
988,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202203,$ (millions)
989,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202206,$ (millions)
990,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202206,$ (millions)
991,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202206,$ (millions)
992,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202206,$ (millions)
993,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202206,$ (millions)
994,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202206,$ (millions)
995,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202206,$ (millions)
996,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202209,$ (millions)
997,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202209,$ (millions)
998,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202209,$ (millions)
999,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202209,$ (millions)
1000,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202209,$ (millions)
1001,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202209,$ (millions)
1002,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202209,$ (millions)
1003,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202212,$ (millions)
1004,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202212,$ (millions)
1005,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202212,$ (millions)
1006,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202212,$ (millions)
1007,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202212,$ (millions)
1008,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202212,$ (millions)
1009,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202212,$ (millions)
1010,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202303,$ (millions)
1011,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202303,$ (millions)
1012,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202303,$ (millions)
1013,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202303,$ (millions)
1014,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202303,$ (millions)
1015,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202303,$ (millions)
1016,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202303,$ (millions)
1017,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202306,$ (millions)
1018,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202306,$ (millions)
1019,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202306,$ (millions)
1020,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202306,$ (millions)
1021,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202306,$ (millions)
1022,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202306,$ (millions)
1023,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202306,$ (millions)
1024,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202309,$ (millions)
1025,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202309,$ (millions)
